gene
AC012313.1
AC012313.2
AC012313.3
AC012313.5
AC012313.6
AC012313.8
AC012313.9
AC012358.2
AC012360.1
AC012360.2
AC012360.3
AC012368.1
AC012368.2
AC012435.3
AC012442.1
AC012442.2
AC012443.2
AC012447.1
AC012459.1
AC012464.1
AC012464.2
AC012464.3
AC012467.2
AC012485.1
AC012485.3
AC012557.1
AC012557.2
AC012615.1
AC012615.6
AC012640.1
AC012640.2
AC012640.4
AC012645.1
AC012645.3
AC012645.4
AC012651.1
AC012673.1
AC012676.1
AC012676.3
AC012676.4
AC013356.2
AC013394.1
AC013400.1
AC013403.2
AC013452.2
AC013460.1
AC013468.1
AC013472.2
AC013486.1
AC013553.3
AC013553.4
AC013565.3
AC013652.1
AC013731.1
AC015660.1
AC015660.3
AC015712.2
AC015726.1
AC015802.3
AC015802.4
AC015802.5
AC015802.6
AC015813.1
AC015819.1
AC015819.2
AC015845.2
AC015849.1
AC015849.3
AC015871.3
AC015871.6
AC015911.3
AC015912.3
AC015922.2
AC015922.3
AC015961.2
AC015971.1
AC015987.1
AC016026.1
AC016026.2
AC016027.1
AC016027.2
AC016065.1
AC016074.2
AC016355.1
AC016394.1
AC016394.2
AC016405.1
AC016405.3
AC016526.2
AC016542.1
AC016571.1
AC016583.2
AC016586.1
AC016588.2
AC016590.1
AC016590.2
AC016590.3
AC016590.4
AC016597.1
AC016705.2
AC016722.2
AC016727.1
AC016737.1
AC016738.1
AC016747.1
AC016747.3
AC016773.1
AC016821.1
AC016831.1
AC016831.6
AC016876.1
AC016876.2
AC016876.3
AC016907.2
AC016924.1
AC016949.1
AC016957.2
AC016999.1
AC017028.2
AC017071.1
AC017074.1
AC017083.1
AC017100.1
AC017104.1
AC017116.2
AC018410.1
AC018413.1
AC018445.5
AC018462.1
AC018521.5
AC018521.6
AC018521.7
AC018529.1
AC018529.2
AC018553.1
AC018638.6
AC018638.7
AC018645.3
AC018647.1
AC018647.2
AC018647.3
AC018648.1
AC018653.3
AC018690.1
AC018695.4
AC018695.9
AC018752.1
AC018755.4
AC018766.1
AC018797.3
AC018809.1
AC018809.2
AC018816.1
AC018845.3
AC018904.1
AC018926.1
AC018926.2
AC018926.3
AC019069.1
AC019077.1
AC019080.1
AC019080.5
AC019117.1
AC019131.2
AC019186.1
AC019197.1
AC019205.1
AC019254.1
AC019294.2
AC020558.2
AC020558.6
AC020612.3
AC020634.2
AC020656.2
AC020658.5
AC020659.1
AC020661.1
AC020663.3
AC020765.2
AC020907.4
AC020910.5
AC020911.1
AC020912.1
AC020915.1
AC020915.2
AC020916.1
AC020928.1
AC020931.1
AC020978.3
AC020978.4
AC020978.7
AC021016.1
AC021028.1
AC021037.1
AC021078.1
AC021086.1
AC021087.1
AC021087.3
AC021087.5
AC021092.1
AC021148.2
AC021188.1
AC021205.3
AC021242.3
AC021269.3
AC021321.1
AC021321.2
AC021491.2
AC021491.4
AC021660.4
AC021683.1
AC021683.5
AC021701.1
AC021739.2
AC021739.4
AC021752.1
AC021851.1
AC022007.1
AC022034.1
AC022079.1
AC022079.2
AC022098.1
AC022098.3
AC022098.4
AC022126.1
AC022137.3
AC022144.1
AC022150.2
AC022150.4
AC022154.1
AC022167.2
AC022167.3
AC022182.1
AC022182.2
AC022210.1
AC022211.1
AC022211.2
AC022211.3
AC022217.3
AC022272.1
AC022306.2
AC022306.3
AC022364.1
AC022382.2
AC022387.2
AC022400.1
AC022400.4
AC022415.2
AC022506.2
AC022509.1
AC022509.2
AC022509.3
AC022558.1
AC022558.3
AC022613.1
AC022613.2
AC022613.3
AC022706.1
AC022762.2
AC022784.1
AC022784.5
AC022819.1
AC022893.1
AC022916.1
AC022966.2
AC022973.5
AC023024.1
AC023043.1
AC023043.4
AC023051.1
AC023154.1
AC023157.2
AC023282.1
AC023283.1
AC023302.1
AC023355.1
AC023424.2
AC023483.1
AC023494.1
AC023509.3
AC023510.2
AC023590.1
AC023593.1
AC023632.2
AC023790.2
AC023813.3
AC023825.2
AC023830.1
AC023906.5
AC023908.3
AC023983.2
AC024060.2
AC024075.1
AC024075.2
AC024075.3
AC024145.1
AC024243.1
AC024257.3
AC024257.4
AC024267.3
AC024270.4
AC024337.2
AC024361.1
AC024361.2
AC024361.3
AC024451.4
AC024560.1
AC024560.3
AC024560.4
AC024575.1
AC024588.1
AC024884.2
AC024896.1
AC024909.1
AC024933.1
AC024937.3
AC024941.2
AC025031.4
AC025034.1
AC025048.2
AC025048.4
AC025162.2
AC025164.1
AC025165.1
AC025165.4
AC025165.5
AC025171.1
AC025171.2
AC025171.3
AC025171.4
AC025171.5
AC025175.1
AC025178.1
AC025180.1
AC025181.2
AC025265.1
AC025279.1
AC025280.2
AC025287.2
AC025287.3
AC025370.2
AC025442.2
AC025449.2
AC025569.1
AC025580.1
AC025580.2
AC025682.1
AC025754.2
AC025766.1
AC025774.1
AC025917.1
AC026124.2
AC026191.1
AC026202.2
AC026254.2
AC026333.4
AC026341.1
AC026356.1
AC026356.2
AC026358.1
AC026367.1
AC026367.2
AC026367.3
AC026368.1
AC026369.1
AC026369.2
AC026369.3
AC026401.3
AC026412.3
AC026469.1
AC026470.2
AC026471.1
AC026471.2
AC026471.4
AC026691.1
AC026704.1
AC026740.1
AC026741.1
AC026748.7
AC026801.2
AC026803.1
AC026803.2
AC026803.3
AC026979.2
AC026979.3
AC026979.4
AC026992.2
AC027020.2
AC027031.2
AC027097.1
AC027097.2
AC027117.1
AC027117.2
AC027228.2
AC027237.2
AC027237.3
AC027271.1
AC027279.1
AC027288.3
AC027307.2
AC027307.3
AC027373.1
AC027514.2
AC027575.2
AC027601.1
AC027601.2
AC027601.5
AC027607.1
AC027644.3
AC027682.1
AC027682.4
AC027682.6
AC027702.1
AC027796.1
AC027796.4
AC027801.1
AC032011.1
AC032044.1
AC034102.6
AC034102.8
AC034111.2
AC034114.2
AC034139.1
AC034198.2
AC034229.4
AC034231.1
AC034236.2
AC034243.1
AC036103.1
AC036108.3
AC036176.1
AC036214.1
AC036214.2
AC036214.4
AC037198.1
AC037459.2
AC037459.4
AC037487.1
AC039056.2
AC040160.1
AC040162.1
AC040162.3
AC040168.1
AC040169.1
AC040169.3
AC040934.1
AC040970.1
AC040977.1
AC041005.1
AC044802.1
AC044849.1
AC046130.2
AC046134.2
AC046143.1
AC046143.2
AC048341.1
AC048341.2
AC048344.4
AC048382.1
AC048382.2
AC048382.5
AC051619.4
AC053503.1
AC053513.2
AC053527.2
AC055764.2
AC055811.2
AC055839.2
AC055855.1
AC058791.1
AC060766.4
AC060766.6
AC060766.7
AC060780.1
AC061975.8
AC061992.2
AC062028.1
AC062029.1
AC062037.3
AC063943.1
AC063944.1
AC063948.1
AC063965.2
AC064801.1
AC064805.1
AC064807.1
AC064807.2
AC064807.4
AC064836.2
AC064836.3
AC064875.1
AC066613.1
AC067750.1
AC067817.2
AC067838.1
AC067852.2
AC067852.3
AC067852.5
AC067930.2
AC067930.4
AC067930.9
AC068025.1
AC068189.2
AC068193.1
AC068205.2
AC068279.2
AC068282.1
AC068282.2
AC068305.2
AC068338.2
AC068338.3
AC068389.1
AC068473.3
AC068473.5
AC068481.1
AC068533.3
AC068580.3
AC068580.4
AC068587.4
AC068620.1
AC068620.2
AC068631.1
AC068722.2
AC068733.3
AC068768.1
AC068790.2
AC068790.3
AC068790.4
AC068790.5
AC068790.7
AC068790.9
AC068792.1
AC068831.6
AC068870.1
AC068870.2
AC068888.1
AC068896.1
AC068946.1
AC068946.2
AC068987.2
AC068989.1
AC069185.1
AC069200.1
AC069209.2
AC069213.1
AC069222.1
AC069224.1
AC069234.4
AC069234.5
AC069277.1
AC069281.2
AC069307.1
AC069360.1
AC069368.2
AC069503.2
AC069544.1
AC069544.2
AC069547.2
AC072022.2
AC072039.2
AC072054.1
AC072061.1
AC073046.1
AC073046.3
AC073046.4
AC073073.2
AC073111.3
AC073195.1
AC073210.3
AC073254.1
AC073257.1
AC073257.2
AC073263.1
AC073270.2
AC073288.2
AC073314.1
AC073332.1
AC073343.2
AC073349.4
AC073352.1
AC073367.1
AC073389.1
AC073389.3
AC073475.1
AC073476.2
AC073487.1
AC073508.3
AC073529.1
AC073534.2
AC073548.2
AC073569.3
AC073575.2
AC073592.1
AC073593.2
AC073611.1
AC073655.2
AC073840.1
AC073842.2
AC073869.1
AC073896.2
AC073896.3
AC073896.4
AC073957.3
AC074029.3
AC074032.1
AC074044.1
AC074050.4
AC074117.1
AC074138.1
AC074212.1
AC074286.1
AC078777.1
AC078778.1
AC078785.1
AC078795.1
AC078802.1
AC078820.2
AC078845.1
AC078846.1
AC078881.1
AC078883.1
AC078983.1
AC078993.1
AC079015.1
AC079089.1
AC079140.6
AC079142.1
AC079145.1
AC079148.1
AC079174.2
AC079209.1
AC079305.1
AC079305.2
AC079322.1
AC079336.5
AC079385.1
AC079414.3
AC079447.1
AC079610.1
AC079684.1
AC079760.2
AC079766.1
AC079781.5
AC079790.2
AC079793.1
AC079807.1
AC079848.1
AC079848.2
AC079906.1
AC079907.1
AC079921.1
AC079921.2
AC079922.2
AC079949.1
AC079949.2
AC080013.1
AC080013.2
AC080013.4
AC080023.1
AC080038.1
AC080129.2
AC080162.1
AC083798.2
AC083799.1
AC083805.2
AC083837.1
AC083843.2
AC083855.2
AC083862.1
AC083862.2
AC083870.1
AC083880.1
AC083900.1
AC083964.1
AC084018.1
AC084018.2
AC084024.4
AC084036.1
AC084117.1
AC084125.2
AC084198.2
AC084357.2
AC084757.3
AC084782.3
AC084809.1
AC084824.3
AC084824.4
AC084824.5
AC084871.3
AC084876.1
AC087071.1
AC087071.2
AC087164.1
AC087175.1
AC087222.1
AC087239.1
AC087276.1
AC087289.2
AC087289.5
AC087294.1
AC087301.1
AC087392.1
AC087392.3
AC087392.4
AC087392.5
AC087477.2
AC087482.1
AC087500.1
AC087500.2
AC087501.4
AC087521.1
AC087521.2
AC087521.3
AC087623.2
AC087645.2
AC087672.2
AC087683.2
AC087741.1
AC087741.2
AC087742.1
AC087752.3
AC087752.4
AC087854.1
AC089999.2
AC090004.1
AC090004.2
AC090018.2
AC090061.1
AC090114.2
AC090136.3
AC090152.1
AC090181.2
AC090186.1
AC090197.1
AC090198.1
AC090204.1
AC090229.1
AC090241.2
AC090241.3
AC090246.1
AC090260.1
AC090360.1
AC090398.2
AC090409.1
AC090425.2
AC090425.3
AC090469.1
AC090510.2
AC090515.2
AC090517.2
AC090517.5
AC090527.3
AC090559.1
AC090578.1
AC090579.1
AC090587.1
AC090589.3
AC090617.5
AC090739.1
AC090772.3
AC090825.1
AC090844.2
AC090907.1
AC090912.1
AC090912.2
AC090912.3
AC090921.1
AC090946.1
AC090948.1
AC090948.2
AC090948.3
AC090970.2
AC091045.1
AC091057.1
AC091057.2
AC091100.1
AC091152.2
AC091153.3
AC091178.2
AC091180.2
AC091180.5
AC091181.2
AC091182.1
AC091185.1
AC091271.1
AC091488.1
AC091563.1
AC091564.5
AC091607.2
AC091729.1
AC091806.1
AC091965.1
AC091965.4
AC091978.1
AC091982.1
AC091982.3
AC092053.2
AC092053.3
AC092053.4
AC092111.1
AC092115.3
AC092117.1
AC092118.2
AC092119.2
AC092119.3
AC092123.1
AC092134.1
AC092140.2
AC092143.3
AC092164.1
AC092171.1
AC092171.3
AC092171.4
AC092171.5
AC092275.1
AC092279.1
AC092287.1
AC092295.2
AC092296.2
AC092301.1
AC092329.4
AC092338.3
AC092354.1
AC092354.2
AC092368.3
AC092375.2
AC092376.2
AC092376.3
AC092384.1
AC092384.2
AC092418.2
AC092428.1
AC092490.1
AC092535.5
AC092574.1
AC092611.1
AC092614.1
AC092636.1
AC092645.2
AC092650.1
AC092653.1
AC092683.1
AC092687.3
AC092718.1
AC092718.3
AC092718.4
AC092718.5
AC092718.8
AC092720.3
AC092745.5
AC092747.4
AC092755.2
AC092756.1
AC092757.2
AC092757.3
AC092794.1
AC092802.1
AC092802.2
AC092803.1
AC092803.3
AC092803.4
AC092807.3
AC092809.2
AC092809.4
AC092821.3
AC092828.1
AC092835.1
AC092896.1
AC092902.4
AC092902.6
AC092903.2
AC092910.3
AC092944.1
AC092953.2
AC092969.1
AC093110.1
AC093157.1
AC093157.2
AC093227.1
AC093227.3
AC093249.2
AC093249.6
AC093297.2
AC093323.1
AC093382.1
AC093388.1
AC093462.1
AC093484.4
AC093510.1
AC093510.2
AC093512.2
AC093525.6
AC093535.1
AC093567.1
AC093577.1
AC093582.1
AC093583.1
AC093591.2
AC093620.1
AC093627.4
AC093627.5
AC093627.6
AC093627.7
AC093635.1
AC093642.2
AC093673.1
AC093675.1
AC093677.2
AC093690.1
AC093726.2
AC093788.1
AC093797.1
AC093799.1
AC093827.4
AC093827.5
AC093849.2
AC093849.4
AC093864.1
AC093866.1
AC093928.1
AC095055.1
AC095057.3
AC096540.1
AC096586.2
AC096637.2
AC096642.1
AC096667.1
AC096677.1
AC096719.1
AC096733.2
AC096887.1
AC096921.2
AC096992.2
AC097359.2
AC097369.4
AC097376.3
AC097382.2
AC097382.3
AC097448.1
AC097468.3
AC097500.1
AC097505.1
AC097532.2
AC097532.3
AC097534.1
AC097625.1
AC097634.1
AC097639.1
AC097641.2
AC097717.1
AC098479.1
AC098484.2
AC098484.4
AC098487.1
AC098820.1
AC098851.1
AC099063.4
AC099066.2
AC099329.2
AC099332.1
AC099332.2
AC099343.2
AC099343.3
AC099344.3
AC099489.1
AC099518.1
AC099518.2
AC099518.6
AC099522.2
AC099524.1
AC099541.2
AC099568.2
AC099661.1
AC099778.1
AC099791.2
AC099811.1
AC099811.3
AC099850.1
AC100778.2
AC100793.4
AC100803.3
AC100803.4
AC100810.1
AC100810.3
AC100812.1
AC100814.1
AC100821.2
AC100827.4
AC100830.1
AC100830.2
AC100847.1
AC100858.2
AC100861.1
AC102953.2
AC103563.9
AC103591.3
AC103591.4
AC103691.1
AC103703.1
AC103706.1
AC103718.1
AC103739.1
AC103739.2
AC103739.3
AC103740.1
AC103746.1
AC103760.1
AC103810.2
AC103858.3
AC103923.1
AC103974.1
AC104024.4
AC104031.1
AC104041.1
AC104109.2
AC104109.4
AC104117.3
AC104118.1
AC104170.1
AC104335.1
AC104389.5
AC104461.1
AC104463.2
AC104472.4
AC104506.1
AC104521.1
AC104530.1
AC104532.2
AC104534.1
AC104561.1
AC104561.4
AC104564.3
AC104564.5
AC104590.1
AC104596.1
AC104653.1
AC104667.2
AC104695.2
AC104695.3
AC104758.1
AC104785.1
AC104794.3
AC104806.2
AC104825.1
AC104836.1
AC104841.1
AC104850.2
AC104938.1
AC104958.2
AC104964.2
AC104964.3
AC104971.1
AC105001.1
AC105020.1
AC105020.5
AC105020.6
AC105036.3
AC105046.1
AC105052.5
AC105101.2
AC105137.2
AC105206.2
AC105219.3
AC105233.4
AC105285.1
AC105339.2
AC105345.1
AC105411.1
AC105429.1
AC105916.1
AC105935.1
AC105942.1
AC106028.3
AC106037.2
AC106037.3
AC106038.1
AC106052.1
AC106782.5
AC106786.1
AC106791.1
AC106793.1
AC106795.2
AC106820.2
AC106820.3
AC106820.4
AC106820.5
AC106845.1
AC106881.1
AC106897.1
AC107021.1
AC107021.2
AC107027.1
AC107027.3
AC107032.2
AC107032.3
AC107068.1
AC107071.1
AC107081.1
AC107081.3
AC107214.1
AC107214.2
AC107223.1
AC107294.2
AC107294.3
AC107375.1
AC107398.3
AC107464.2
AC107871.1
AC107884.1
AC107952.2
AC107959.1
AC107959.2
AC107959.3
AC107959.4
AC107982.3
AC108010.1
AC108047.1
AC108053.1
AC108058.1
AC108134.2
AC108134.3
AC108134.4
AC108448.3
AC108449.2
AC108463.3
AC108471.2
AC108471.3
AC108479.1
AC108488.3
AC108519.1
AC108673.2
AC108673.3
AC108676.1
AC108704.1
AC109322.1
AC109322.2
AC109347.1
AC109347.2
AC109361.1
AC109449.1
AC109454.2
AC109460.1
AC109460.2
AC109460.3
AC109587.1
AC110048.2
AC110285.1
AC110285.2
AC110597.1
AC110611.1
AC110611.2
AC110619.1
AC110769.2
AC110792.3
AC110995.1
AC111152.2
AC111197.1
AC112128.1
AC112206.2
AC112220.2
AC112236.2
AC112484.1
AC112484.3
AC112484.5
AC112496.1
AC112503.2
AC112722.1
AC112907.3
AC113139.1
AC113143.2
AC113189.3
AC113410.4
AC113410.5
AC113414.1
AC114271.1
AC114341.1
AC114341.2
AC114490.3
AC114730.3
AC114760.2
AC114763.1
AC114810.1
AC114811.2
AC114939.1
AC114956.1
AC114956.2
AC114980.1
AC115284.4
AC115522.1
AC115618.1
AC116036.2
AC116158.1
AC116158.3
AC116317.1
AC116348.1
AC116351.1
AC116351.2
AC116366.1
AC116407.1
AC116407.2
AC116447.1
AC116535.1
AC116552.1
AC116651.1
